x1,x2
1.5049045104132193,1.0093152142315736
1.567239183875626,0.9686541977845021
1.6297814470969432,0.9449304156236324
1.718278283866811,0.9286122498339566
1.7862063835718665,0.8788505104362334
1.8566217089511559,0.8422796272687675
1.9547918481431785,0.8281961237783279
2.0779622457365057,0.8033414258843938
2.1951666915913517,0.7943396311515688
2.3504021037259193,0.7885266290663338
2.483851861132414,0.7816813742724364
2.66958576123115,0.7697725642184725
2.878208339866288,0.7693498863679447
3.0472716088524088,0.761370106185594
3.2110744596923606,0.7532047379504457
3.4436180666422116,0.7513148804889737
3.671744512698414,0.7622744249776428
3.9139687278985895,0.7592446222142892
4.146935859007394,0.7821407815512427
4.445933388734478,0.8078489230237046
4.754511159746137,0.8427819532107219
5.015793182031767,0.8867989112004369
5.183127027267009,0.9297915582137563
5.374716756269774,1.0014051092425154
5.511582755072533,1.0797030411440118
5.688132887857327,1.1313438479360414
5.83209482153702,1.2362063326527208
6.130219603121323,1.3478850914888922
6.3277436172687755,1.4406063000672753
6.509373797369958,1.5865112697468227
6.643455763089044,1.7182006381739423
6.685703155340791,1.8849080845658075
6.603488189966988,2.1050497006661644
6.656136404904194,2.3186684383831007
6.706070020629017,2.551548113261223
6.466764474478364,2.831879620562536
6.114422569154706,3.0938689834973494
5.752372769350044,3.3294826065392713
5.310386801354244,3.5915930706710553
4.7489138175168595,3.793190541836153
4.335870701417737,3.9578774538810104
3.8652928657568415,4.04337758024964
3.4443654426975296,4.119200721335257
3.0391283967433136,4.156352028708471
2.740094389100645,4.175410154193185
2.4295436371920505,4.1547986494765645
2.17661786450744,4.096828541823726
1.9284609805682416,4.059188821159563
1.73362795294048,3.9859755653956
1.5694059136586596,3.9141551772850574
1.4199096127938586,3.821534661087184
1.3004873248819382,3.717852297065348
1.200075702725756,3.5620879245665478
1.1060714070747786,3.4684052260283744
1.0156671404606854,3.3270680132269526
0.9672534062575495,3.1438097410200823
0.9106421109450495,2.986373447562059
0.8506884038877806,2.8848961862209936
0.8064446922562731,2.7492252652124636
0.7768114753544908,2.6194515006778545
0.7637606605928963,2.4915355703760897
0.7505717754984815,2.369346996046903
0.7499728451891672,2.224063916085058
0.7586299759062438,2.08938810945514
0.7630162051976367,1.9640683809523716
0.7848514987668411,1.857661590345137
0.8016872349073662,1.742482683611552
0.8137298879521542,1.659067980497596
0.8398438375111291,1.5524292003767546
0.8894311989784478,1.4812382826203523
0.9203924193694888,1.371896426856882
0.9375839598721438,1.29143596851799
0.9890065194478043,1.2367346650803879
1.0395929432467053,1.1727962992897385
1.1050071762443594,1.1206638383766065
1.1466817567883039,1.0657902703406257
1.2132983383186178,1.0234389025008679
1.267617450320948,0.9815951755367456
1.3356979681387862,0.9436463286634501
1.412626504220071,0.9118545894589277
1.5040025832281791,0.8764010225000346
1.599681727179341,0.8331673059592133
1.6878155770595245,0.8057621031162606
1.7657538844303322,0.7683882943468515
1.9048893025305562,0.7400324415561307
2.025729036576979,0.7324827343209094
2.1502456142165975,0.7245102076318173
2.260053119409318,0.7149520588835043
2.4139347925135666,0.7129506169375546
2.54198616655719,0.6999148278786685
2.7473419283272977,0.6820743778000663
2.9382631799901375,0.6934420352883106
3.1428815386321074,0.6838573406331697
3.3792012392816324,0.696012388349968
3.6123165474080583,0.7092656369736721
3.815193923479018,0.7307794843576247
4.0586436055291015,0.7429183139966185
4.306202103198373,0.7774159271490398
4.6193862462515485,0.8258204717101679
4.907372801686419,0.8549495296753321
5.267336511782314,0.9083638680448249
5.5050568521697265,0.9606101261252813
5.7391219288703486,1.0074020481437487
5.995311122224934,1.0873663389396708
6.114585025126512,1.2156421908507582
6.342748410262654,1.3140063531358206
6.440242208866562,1.440145000837696
6.494612149948856,1.560825050837101
6.629379595249442,1.6945328898712029
6.705858827197928,1.9163209164271102
6.6573112648010495,2.119314275603126
6.512658056816792,2.339826847313324
6.367640600830574,2.5502403519057513
6.227126061244012,2.80559509824888
5.976371469860188,3.0053966722535517
5.745187388293398,3.272210448211452
5.349980373383917,3.512881345767323
4.8588839129962285,3.7698278842182913
4.475210159616957,3.966026292564143
4.049461525059292,4.119406548209137
3.6346651863930606,4.2322834419857776
3.187282556782222,4.266289778165917
2.821148786150582,4.26322706008461
2.480070026723557,4.208523673335309
2.2036390368077554,4.210740844871887
1.9330321639285493,4.162787630334022
1.7181463618594968,4.079417088634312
1.5316538331537042,3.9742342213113777
1.372761512001516,3.8909041327298177
1.247188781967405,3.78363914880311
1.14307641564749,3.54877156180975
1.0454852700475532,3.401475421282321
0.9434340452450007,3.2574039146859852
0.876511584630591,3.0556265293181473
0.8357531485919903,2.878555459442939
0.8045326803027076,2.7426917165489395
0.769024348893883,2.609272330350699
0.7510465224085666,2.4818922202014355
0.7342371836781243,2.3599531645186165
0.7270486536384931,2.243128703026915
0.7196654364333169,2.131482547361378
0.7008450937264574,2.0248597571077016
0.6942215527127898,1.8701186357349804
0.7020578737621177,1.7715248727710455
0.7193171924992315,1.657386638728583
0.7277987415525901,1.5374538745746986
0.7455835623845799,1.453566025230221
0.7800228678858695,1.391232849087964
0.8146885274287564,1.3152887149936288
0.8402972144381747,1.253572755457833
0.8773783632644728,1.1951129975405348
0.9141871804199313,1.1289705770526977
0.9563611819249442,1.085432826168124
1.0043657442120757,1.0349813824745777
1.0547718099069971,0.9843929161774285
1.1194391402337236,0.9435346186261699
1.1673762759498634,0.9097514047364357
1.2363774603356728,0.8625585253398828
1.2822378613431193,0.8090065338089044
1.363127002056712,0.7733884351272835
1.4505094571336208,0.7448311846796319
1.5388631100856578,0.7184997993056877
1.6404146752718665,0.704889464255178
1.753907671039654,0.6798744070270708
1.886876654650414,0.6678732437536615
2.030557914258187,0.647478429305618
2.1642727880537715,0.6285041857564849
2.321052849301832,0.6171906120761855
2.4912087823396565,0.6051571661460358
2.6549753818781316,0.5903825248590933
2.8229386777507357,0.5898666108377508
3.048846568721363,0.5872600078910473
3.25727941928324,0.5973453400578946
3.4780987167275677,0.607382213471847
3.712026870879627,0.6197392444568071
4.0239667033579005,0.6245342098008865
4.269073328398771,0.6377021763382449
4.63886766869183,0.6616954144631046
4.908865574045359,0.6914835435317023
5.304898954728637,0.7412716325998815
5.653212170204184,0.8039415552851715
5.934685360726219,0.8857552510368322
6.24647149074286,0.9619806700459668
6.4631527981919605,1.0518298610579238
6.8422528874975574,1.1557267966016889
6.9497750665883,1.291560336541815
7.352946070054782,1.4365035491499452
7.348042373372252,1.6224999250743737
